Mondo ID	EFO id	Mondo Label	EFO label
MONDO:0006802	http://www.ebi.ac.uk/efo/EFO_1000982	inappropriate ADH syndrome	inappropriate ADH syndrome
MONDO:0006803	http://www.ebi.ac.uk/efo/EFO_1000983	inferior myocardial infarction	inferior myocardial infarction
MONDO:0006800	http://www.ebi.ac.uk/efo/EFO_1000980	ideomotor apraxia	ideomotor apraxia
MONDO:0006801	http://www.ebi.ac.uk/efo/EFO_1000981	ileal neoplasm	ileal neoplasm
MONDO:0006807	http://www.ebi.ac.uk/efo/EFO_1000987	intestinal perforation	intestinal perforation
MONDO:0006813	http://www.ebi.ac.uk/efo/EFO_1000995	intradermal nevus	intradermal nevus
MONDO:0006811	http://www.ebi.ac.uk/efo/EFO_1000993	intracranial hypotension	intracranial hypotension
MONDO:0006812	http://www.ebi.ac.uk/efo/EFO_1000994	intracranial vasospasm	intracranial vasospasm
MONDO:0006809	http://www.ebi.ac.uk/efo/EFO_1000991	intracranial embolism	intracranial embolism
MONDO:0006810	http://www.ebi.ac.uk/efo/EFO_1000992	intracranial hypertension	intracranial hypertension
MONDO:0005044	http://www.ebi.ac.uk/efo/EFO_0000537	hypertension	hypertension
MONDO:0006808	http://www.ebi.ac.uk/efo/EFO_1000990	intracranial arterial disease	intracranial arterial disease
MONDO:0005172	http://www.ebi.ac.uk/efo/EFO_0002461	skeletal system disease	skeletal system disease
MONDO:0006815	http://www.ebi.ac.uk/efo/EFO_1000998	jejunal cancer	jejunal cancer
MONDO:0005522	http://www.ebi.ac.uk/efo/EFO_0005588	small intestine carcinoma	small intestine carcinoma
MONDO:0006732	http://www.ebi.ac.uk/efo/EFO_1000904	drug-induced dyskinesia	drug-Induced dyskinesia
MONDO:0006730	http://www.ebi.ac.uk/efo/EFO_1000902	drug psychosis	drug psychosis
MONDO:0006731	http://www.ebi.ac.uk/efo/EFO_1000903	drug-induced akathisia	drug-induced akathisia
MONDO:8000000	http://www.ebi.ac.uk/efo/EFO_1000900	discitis	discitis
MONDO:0006729	http://www.ebi.ac.uk/efo/EFO_1000901	discrete subaortic stenosis	discrete subaortic stenosis
MONDO:0006987	http://www.ebi.ac.uk/efo/EFO_1001199	subvalvular aortic stenosis	subvalvular aortic stenosis
MONDO:0006735	http://www.ebi.ac.uk/efo/EFO_1000909	duodenogastric reflux	duodenogastric reflux
MONDO:0007186	http://www.ebi.ac.uk/efo/EFO_0003948	gastroesophageal reflux disease	gastroesophageal reflux disease
MONDO:0006733	http://www.ebi.ac.uk/efo/EFO_1000906	dry eye syndrome	dry eye syndrome
MONDO:0006734	http://www.ebi.ac.uk/efo/EFO_1000907	benign duodenal neoplasm	duodenal benign neoplasm
MONDO:0005165	http://www.ebi.ac.uk/efo/EFO_0002422	benign neoplasm	benign neoplasm
MONDO:0006741	http://www.ebi.ac.uk/efo/EFO_1000915	encephalomalacia	encephalomalacia
MONDO:0006742	http://www.ebi.ac.uk/efo/EFO_1000916	endemic goiter	endemic goiter
MONDO:0006739	http://www.ebi.ac.uk/efo/EFO_1000913	ehrlich tumor carcinoma	ehrlich tumor carcinoma
MONDO:0006740	http://www.ebi.ac.uk/efo/EFO_1000914	empty sella syndrome	empty sella syndrome
MONDO:0006737	http://www.ebi.ac.uk/efo/EFO_1000911	dystocia	dystocia
MONDO:0006738	http://www.ebi.ac.uk/efo/EFO_1000912	eccrine acrospiroma	eccrine acrospiroma
MONDO:0005506	http://www.ebi.ac.uk/efo/EFO_0005553	eccrine sweat gland cancer	eccrine sweat gland cancer
MONDO:0006736	http://www.ebi.ac.uk/efo/EFO_1000910	dysplasia of cervix	dysplasia of cervix
MONDO:0006743	http://www.ebi.ac.uk/efo/EFO_1000917	endocrine tuberculosis	endocrine tuberculosis
MONDO:0006744	http://www.ebi.ac.uk/efo/EFO_1000918	endolymphatic hydrops	endolymphatic hydrops
MONDO:0018153	http://www.ebi.ac.uk/efo/EFO_1000926	Erdheim-Chester disease	Erdheim-Chester disease
MONDO:0006748	http://www.ebi.ac.uk/efo/EFO_1000924	epilepsia partialis continua	epilepsia partialis continua
MONDO:0005027	http://www.ebi.ac.uk/efo/EFO_0000474	epilepsy	epilepsy
MONDO:0006747	http://www.ebi.ac.uk/efo/EFO_1000922	enterotoxemia	enterotoxemia
MONDO:0006746	http://www.ebi.ac.uk/efo/EFO_1000921	endomyocardial fibrosis	endomyocardial fibrosis
MONDO:0005201	http://www.ebi.ac.uk/efo/EFO_0002630	restrictive cardiomyopathy	restrictive cardiomyopathy
MONDO:0006752	http://www.ebi.ac.uk/efo/EFO_1000928	Erysipelothrix rhusiopathiae infectious disease	Erysipelothrix rhusiopathiae infectious disease
MONDO:0006753	http://www.ebi.ac.uk/efo/EFO_1000929	escherichia coli meningitis	Escherichia coli meningitis
MONDO:0006754	http://www.ebi.ac.uk/efo/EFO_1000930	esophageal diverticulosis	esophageal diverticulosis
MONDO:0006760	http://www.ebi.ac.uk/efo/EFO_1000937	fetal erythroblastosis	fetal erythroblastosis
MONDO:0006761	http://www.ebi.ac.uk/efo/EFO_1000938	fibromuscular dysplasia	fibromuscular dysplasia
MONDO:0006758	http://www.ebi.ac.uk/efo/EFO_1000935	female genital tuberculosis	female genital tuberculosis
MONDO:0006759	http://www.ebi.ac.uk/efo/EFO_1000936	femoral neuropathy	femoral neuropathy
MONDO:0006757	http://www.ebi.ac.uk/efo/EFO_1000933	extrahepatic cholestasis	extrahepatic cholestasis
MONDO:0006322	http://www.ebi.ac.uk/efo/EFO_1000400	non-neoplastic bile duct disorder	Non-Neoplastic Bile Duct Disorder
MONDO:0006755	http://www.ebi.ac.uk/efo/EFO_1000931	euthyroid sick syndrome	euthyroid sick syndrome
MONDO:0019025	http://www.ebi.ac.uk/efo/EFO_1000932	extracutaneous mastocytoma	extracutaneous mastocytoma
MONDO:0006762	http://www.ebi.ac.uk/efo/EFO_1000939	freemartinism	freemartinism
MONDO:0007753	http://www.ebi.ac.uk/efo/EFO_1000940	Frey syndrome	Frey Syndrome
MONDO:0006763	http://www.ebi.ac.uk/efo/EFO_1000941	frozen shoulder	frozen shoulder
MONDO:0009264	http://www.ebi.ac.uk/efo/EFO_1000949	gastroschisis	gastroschisis
MONDO:0007652	http://www.ebi.ac.uk/efo/EFO_1000946	gastric mucosal hypertrophy	gastric mucosal hypertrophy
MONDO:0006766	http://www.ebi.ac.uk/efo/EFO_1000944	gait apraxia	gait apraxia
MONDO:0006767	http://www.ebi.ac.uk/efo/EFO_1000945	gastric antral vascular ectasia	gastric antral vascular ectasia
MONDO:0006764	http://www.ebi.ac.uk/efo/EFO_1000942	fungal meningitis	fungal meningitis
MONDO:0006765	http://www.ebi.ac.uk/efo/EFO_1000943	Fusobacterium infectious disease	Fusobacterium infectious disease
MONDO:0005066	http://www.ebi.ac.uk/efo/EFO_0000589	metabolic disease	metabolic disease
MONDO:0006771	http://www.ebi.ac.uk/efo/EFO_1000951	glossitis	glossitis
MONDO:0006770	http://www.ebi.ac.uk/efo/EFO_1000950	giant cell reparative granuloma	giant cell reparative granuloma
MONDO:0005674	http://www.ebi.ac.uk/efo/EFO_0007176	bone giant cell tumor	bone giant cell tumor
MONDO:0005096	http://www.ebi.ac.uk/efo/EFO_0000707	squamous cell carcinoma	squamous cell carcinoma
MONDO:0005229	http://www.ebi.ac.uk/efo/EFO_0003033	bacteriemia	bacteriemia
MONDO:0001341	http://www.ebi.ac.uk/efo/EFO_1001929	selective IgA deficiency disease	selective IgA deficiency disease
MONDO:0005517	http://www.ebi.ac.uk/efo/EFO_0005577	pharynx cancer	pharynx cancer
MONDO:0005380	http://www.ebi.ac.uk/efo/EFO_0004259	osteonecrosis	osteonecrosis
MONDO:0006479	http://www.ebi.ac.uk/efo/EFO_1000607	undifferentiated pancreatic carcinoma with Osteoclast-like giant cells	Undifferentiated Pancreatic Carcinoma with Osteoclast-Like Giant Cells
MONDO:0005184	http://www.ebi.ac.uk/efo/EFO_0002517	pancreatic ductal adenocarcinoma	pancreatic ductal adenocarcinoma
MONDO:0005028	http://www.ebi.ac.uk/efo/EFO_0000478	esophageal adenocarcinoma	esophageal adenocarcinoma
MONDO:0005833	http://www.ebi.ac.uk/efo/EFO_0007352	lymphatic system disease	lymphatic system disease
MONDO:0006480	http://www.ebi.ac.uk/efo/EFO_1000608	undifferentiated pleomorphic sarcoma, inflammatory variant	Undifferentiated Pleomorphic Sarcoma, Inflammatory Variant
MONDO:0006477	http://www.ebi.ac.uk/efo/EFO_1000605	undifferentiated ovarian carcinoma	Undifferentiated Ovarian Carcinoma
MONDO:0005617	http://www.ebi.ac.uk/efo/EFO_0006772	undifferentiated carcinoma	undifferentiated carcinoma
MONDO:0006478	http://www.ebi.ac.uk/efo/EFO_1000606	undifferentiated pancreatic carcinoma	Undifferentiated Pancreatic Carcinoma
MONDO:0004963	http://www.ebi.ac.uk/efo/EFO_0000209	T-cell acute lymphoblastic leukemia	T-cell acute lymphoblastic leukemia
MONDO:0004947	http://www.ebi.ac.uk/efo/EFO_0000094	B-cell acute lymphoblastic leukemia	B-cell acute lymphoblastic leukemia
MONDO:0006476	http://www.ebi.ac.uk/efo/EFO_1000604	undifferentiated gallbladder carcinoma	Undifferentiated Gallbladder Carcinoma
MONDO:0018874	http://www.ebi.ac.uk/efo/EFO_0000222	acute myeloid leukemia	acute myeloid leukemia
MONDO:0007896	http://www.ebi.ac.uk/efo/EFO_0000221	acute monocytic leukemia	acute monocytic leukemia
MONDO:0006474	http://www.ebi.ac.uk/efo/EFO_1000601	transitional cell carcinoma	Transitional Cell Carcinoma
MONDO:0004993	http://www.ebi.ac.uk/efo/EFO_0000313	carcinoma	carcinoma
MONDO:0006481	http://www.ebi.ac.uk/efo/EFO_1000609	ureter carcinoma	Ureter Carcinoma
MONDO:0006482	http://www.ebi.ac.uk/efo/EFO_1000610	ureter small cell carcinoma	Ureter Small Cell Carcinoma
MONDO:0005138	http://www.ebi.ac.uk/efo/EFO_0001071	lung carcinoma	lung carcinoma
MONDO:0005061	http://www.ebi.ac.uk/efo/EFO_0000571	lung adenocarcinoma	lung adenocarcinoma
MONDO:0006483	http://www.ebi.ac.uk/efo/EFO_1000611	urothelial dysplasia	Urothelial Dysplasia
MONDO:0006488	http://www.ebi.ac.uk/efo/EFO_1000618	vaginal carcinosarcoma	Vaginal Carcinosarcoma
MONDO:0005008	http://www.ebi.ac.uk/efo/EFO_0000365	colorectal adenocarcinoma	colorectal adenocarcinoma
MONDO:0006489	http://www.ebi.ac.uk/efo/EFO_1000619	vaginal melanoma	Vaginal Melanoma
MONDO:0006486	http://www.ebi.ac.uk/efo/EFO_1000616	uveal melanoma	Uveal Melanoma
MONDO:0006487	http://www.ebi.ac.uk/efo/EFO_1000617	vaginal adenoid cystic carcinoma	Vaginal Adenoid Cystic Carcinoma
MONDO:0004971	http://www.ebi.ac.uk/efo/EFO_0000231	adenoid cystic carcinoma	adenoid cystic carcinoma
MONDO:0020320	http://www.ebi.ac.uk/efo/EFO_0003028	acute myeloblastic leukemia with maturation	acute myeloblastic leukemia with maturation
MONDO:0006484	http://www.ebi.ac.uk/efo/EFO_1000612	usual ductal breast hyperplasia	Usual Ductal Breast Hyperplasia
MONDO:0005043	http://www.ebi.ac.uk/efo/EFO_0000536	hyperplasia	hyperplasia
MONDO:0006485	http://www.ebi.ac.uk/efo/EFO_1000613	uterine carcinosarcoma	Uterine Carcinosarcoma
MONDO:0005213	http://www.ebi.ac.uk/efo/EFO_0002919	uterine carcinoma	uterine carcinoma
MONDO:0006192	http://www.ebi.ac.uk/efo/EFO_1000233	endometrial endometrioid adenocarcinoma	Endometrial Endometrioid Adenocarcinoma
MONDO:0005335	http://www.ebi.ac.uk/efo/EFO_0004142	colorectal neoplasm	colorectal neoplasm
MONDO:0006490	http://www.ebi.ac.uk/efo/EFO_1000620	vaginal squamous cell carcinoma	Vaginal Squamous Cell Carcinoma
MONDO:0019087	http://www.ebi.ac.uk/efo/EFO_0005221	cholangiocarcinoma	cholangiocarcinoma
MONDO:0005211	http://www.ebi.ac.uk/efo/EFO_0002917	ovarian serous adenocarcinoma	ovarian serous adenocarcinoma
