http://purl.obolibrary.org/obo/MONDO_0017689	http://www.orpha.net/ORDO/Orphanet_308463	disorder of fructose metabolism	Disorder of fructose metabolism
http://purl.obolibrary.org/obo/MONDO_0006680	http://www.ebi.ac.uk/efo/EFO_1000841	blue nevus	blue nevus
http://purl.obolibrary.org/obo/MONDO_0006681	http://www.ebi.ac.uk/efo/EFO_1000842	Borrelia infectious disease	Borrelia infectious disease
http://purl.obolibrary.org/obo/MONDO_0006679	http://www.ebi.ac.uk/efo/EFO_1000840	bladder neck obstruction	bladder neck obstruction
http://purl.obolibrary.org/obo/MONDO_0016967	http://www.orpha.net/ORDO/Orphanet_262968	partial duplication of the long arm of chromosome 17	Partial duplication of the long arm of chromosome 17
http://purl.obolibrary.org/obo/MONDO_0006686	http://www.ebi.ac.uk/efo/EFO_1000847	brain stem infarction	brain stem infarction
http://purl.obolibrary.org/obo/MONDO_0005394	http://www.ebi.ac.uk/efo/EFO_0004277	brain infarction	brain infarction
http://purl.obolibrary.org/obo/MONDO_0006684	http://www.ebi.ac.uk/efo/EFO_1000845	brain edema	brain edema
http://purl.obolibrary.org/obo/MONDO_0005560	http://www.ebi.ac.uk/efo/EFO_0005774	brain disease	brain disease
http://purl.obolibrary.org/obo/MONDO_0006682	http://www.ebi.ac.uk/efo/EFO_1000843	brachial plexus neuritis	brachial plexus neuritis
http://purl.obolibrary.org/obo/MONDO_0006683	http://www.ebi.ac.uk/efo/EFO_1000844	brachial plexus neuropathy	brachial plexus neuropathy
http://purl.obolibrary.org/obo/MONDO_0005071	http://www.ebi.ac.uk/efo/EFO_0000618	nervous system disease	nervous system disease
http://purl.obolibrary.org/obo/MONDO_0016915	http://www.orpha.net/ORDO/Orphanet_262137	partial deletion of the long arm of chromosome 17	Partial deletion of the long arm of chromosome 17
http://purl.obolibrary.org/obo/MONDO_0017690	http://www.orpha.net/ORDO/Orphanet_308467	disorder of galactose metabolism	Disorder of galactose metabolism
http://purl.obolibrary.org/obo/MONDO_0017666	http://www.orpha.net/ORDO/Orphanet_307141	diffuse palmoplantar keratoderma	Diffuse palmoplantar keratoderma
http://purl.obolibrary.org/obo/MONDO_0019272	http://www.orpha.net/ORDO/Orphanet_79357	hereditary palmoplantar keratoderma	Hereditary palmoplantar keratoderma
http://purl.obolibrary.org/obo/MONDO_0017691	http://www.orpha.net/ORDO/Orphanet_308473	erythrocyte galactose epimerase deficiency	Erythrocyte galactose epimerase deficiency
http://purl.obolibrary.org/obo/MONDO_0009257	http://www.orpha.net/ORDO/Orphanet_79238	galactose epimerase deficiency	Galactose epimerase deficiency
http://purl.obolibrary.org/obo/MONDO_0006689	http://www.ebi.ac.uk/efo/EFO_1000852	carcinoid syndrome	carcinoid syndrome
http://purl.obolibrary.org/obo/MONDO_0006690	http://www.ebi.ac.uk/efo/EFO_1000853	carotid artery thrombosis	carotid artery thrombosis
http://purl.obolibrary.org/obo/MONDO_0005269	http://www.ebi.ac.uk/efo/EFO_0003781	carotid artery disease	carotid artery disease
http://purl.obolibrary.org/obo/MONDO_0006687	http://www.ebi.ac.uk/efo/EFO_1000850	burning mouth syndrome	burning mouth syndrome
http://purl.obolibrary.org/obo/MONDO_0006688	http://www.ebi.ac.uk/efo/EFO_1000851	byssinosis	byssinosis
http://purl.obolibrary.org/obo/MONDO_0015926	http://www.orpha.net/ORDO/Orphanet_182098	pneumoconiosis	pneumoconiosis
http://purl.obolibrary.org/obo/MONDO_0006693	http://www.ebi.ac.uk/efo/EFO_1000859	cerebral arterial disease	cerebral arterial disease
http://purl.obolibrary.org/obo/MONDO_0011057	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	cerebrovascular disorder
http://purl.obolibrary.org/obo/MONDO_0006692	http://www.ebi.ac.uk/efo/EFO_1000857	central pontine myelinolysis	central pontine myelinolysis
http://purl.obolibrary.org/obo/MONDO_0019952	http://www.orpha.net/ORDO/Orphanet_97245	congenital myopathy	Congenital myopathy
http://purl.obolibrary.org/obo/MONDO_0016624	http://www.orpha.net/ORDO/Orphanet_248296	constitutional deficiency anemia	Constitutional deficiency anemia
http://purl.obolibrary.org/obo/MONDO_0017685	http://www.orpha.net/ORDO/Orphanet_308442	"vitamin B12-responsive methylmalonic acidemia, type cblDv2"	"Vitamin B12-responsive methylmalonic acidemia, type cblDv2"
http://purl.obolibrary.org/obo/MONDO_0017214	http://www.orpha.net/ORDO/Orphanet_28	vitamin B12-responsive methylmalonic acidemia	Vitamin B12-responsive methylmalonic acidemia
http://purl.obolibrary.org/obo/MONDO_0021697	http://www.ebi.ac.uk/efo/EFO_1000863	chlamydia infectious disease	Chlamydophila infectious disease
http://purl.obolibrary.org/obo/MONDO_0006698	http://www.ebi.ac.uk/efo/EFO_1000864	cholecystolithiasis	cholecystolithiasis
http://purl.obolibrary.org/obo/MONDO_0005281	http://www.ebi.ac.uk/efo/EFO_0003832	gallbladder disease	gallbladder disease
http://purl.obolibrary.org/obo/MONDO_0006696	http://www.ebi.ac.uk/efo/EFO_1000862	cervix erosion	cervix erosion
http://purl.obolibrary.org/obo/MONDO_0011934	http://www.orpha.net/ORDO/Orphanet_31112	dermatofibrosarcoma protuberans	Dermatofibrosarcoma protuberans
http://purl.obolibrary.org/obo/MONDO_0017127	http://www.orpha.net/ORDO/Orphanet_271832	genetic soft tissue tumor	Genetic soft tissue tumor
http://purl.obolibrary.org/obo/MONDO_0005089	http://www.ebi.ac.uk/efo/EFO_0000691	sarcoma	sarcoma
http://purl.obolibrary.org/obo/MONDO_0006694	http://www.ebi.ac.uk/efo/EFO_1000860	cerebral atherosclerosis	cerebral atherosclerosis
http://purl.obolibrary.org/obo/MONDO_0005311	http://www.ebi.ac.uk/efo/EFO_0003914	atherosclerosis	atherosclerosis
http://purl.obolibrary.org/obo/MONDO_0016838	http://www.orpha.net/ORDO/Orphanet_261250	16q24.3 microdeletion syndrome	16q24.3 microdeletion syndrome
http://purl.obolibrary.org/obo/MONDO_0016914	http://www.orpha.net/ORDO/Orphanet_262128	partial deletion of the long arm of chromosome 16	Partial deletion of the long arm of chromosome 16
http://purl.obolibrary.org/obo/MONDO_0006030	http://www.ebi.ac.uk/efo/EFO_1000023	chronic cystitis	chronic cystitis
http://purl.obolibrary.org/obo/MONDO_0006701	http://www.ebi.ac.uk/efo/EFO_1000867	chromophobe adenoma	chromophobe adenoma
http://purl.obolibrary.org/obo/MONDO_0004972	http://www.ebi.ac.uk/efo/EFO_0000232	adenoma	adenoma
http://purl.obolibrary.org/obo/MONDO_0006702	http://www.ebi.ac.uk/efo/EFO_1000868	chronic inflammatory demyelinating polyradiculoneuropathy	chronic inflammatory demyelinating polyradiculoneuropathy
http://purl.obolibrary.org/obo/MONDO_0005559	http://www.ebi.ac.uk/efo/EFO_0005772	neurodegenerative disease	neurodegenerative disease
http://purl.obolibrary.org/obo/MONDO_0006699	http://www.ebi.ac.uk/efo/EFO_1000865	choledocholithiasis	choledocholithiasis
http://purl.obolibrary.org/obo/MONDO_0005154	http://www.ebi.ac.uk/efo/EFO_0001421	liver disease	liver disease
http://purl.obolibrary.org/obo/MONDO_0006700	http://www.ebi.ac.uk/efo/EFO_1000866	choroid cancer	choroid cancer
http://purl.obolibrary.org/obo/MONDO_0019213	http://www.orpha.net/ORDO/Orphanet_79158	cerebral organic aciduria	Cerebral organic aciduria
http://purl.obolibrary.org/obo/MONDO_0017752	http://www.orpha.net/ORDO/Orphanet_309778	defect in v-ATPase	Defect in V-ATPase
http://purl.obolibrary.org/obo/MONDO_0017749	http://www.orpha.net/ORDO/Orphanet_309526	disorder of multiple glycosylation	Disorder of multiple glycosylation
http://purl.obolibrary.org/obo/MONDO_0016839	http://www.orpha.net/ORDO/Orphanet_261257	distal 17p13.3 microdeletion syndrome	Distal 17p13.3 microdeletion syndrome
http://purl.obolibrary.org/obo/MONDO_0016895	http://www.orpha.net/ORDO/Orphanet_261965	partial monosomy of the short arm of chromosome 17	Partial monosomy of the short arm of chromosome 17
http://purl.obolibrary.org/obo/MONDO_0007924	http://www.orpha.net/ORDO/Orphanet_109	Bannayan-Riley-Ruvalcaba syndrome	Bannayan-Riley-Ruvalcaba syndrome
http://purl.obolibrary.org/obo/MONDO_0018188	http://www.orpha.net/ORDO/Orphanet_363314	genetic intestinal polyposis	Genetic intestinal polyposis
http://purl.obolibrary.org/obo/MONDO_0017623	http://www.orpha.net/ORDO/Orphanet_306498	PTEN hamartoma tumor syndrome	PTEN hamartoma tumor syndrome
http://purl.obolibrary.org/obo/MONDO_0019716	http://www.orpha.net/ORDO/Orphanet_93460	overgrowth syndrome	Overgrowth syndrome
http://purl.obolibrary.org/obo/MONDO_0015159	http://www.orpha.net/ORDO/Orphanet_102283	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	Multiple congenital anomalies/dysmorphic syndrome-intellectual disability
http://purl.obolibrary.org/obo/MONDO_0017687	http://www.orpha.net/ORDO/Orphanet_308451	disorder of neutral amino acid transport	Disorder of neutral amino acid transport
http://purl.obolibrary.org/obo/MONDO_0019721	http://www.orpha.net/ORDO/Orphanet_93547	syndromic renal or urinary tract malformation	Syndromic renal or urinary tract malformation
http://purl.obolibrary.org/obo/MONDO_0019589	http://www.orpha.net/ORDO/Orphanet_90642	syndromic genetic deafness	Syndromic genetic deafness
http://purl.obolibrary.org/obo/MONDO_0015501	http://www.orpha.net/ORDO/Orphanet_156237	syndrome or malformation associated with head and neck malformations	Syndrome or malformation associated with head and neck malformations
http://purl.obolibrary.org/obo/MONDO_0015495	http://www.orpha.net/ORDO/Orphanet_156202	otomandibular dysplasia associated with monogenic syndromes	Otomandibular dysplasia associated with monogenic syndromes
http://purl.obolibrary.org/obo/MONDO_0010788	http://www.orpha.net/ORDO/Orphanet_104	Leber hereditary optic neuropathy	Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0020265	http://www.orpha.net/ORDO/Orphanet_98695	mitochondrial disease with eye involvement	Mitochondrial disease with eye involvement
http://purl.obolibrary.org/obo/MONDO_0016327	http://www.orpha.net/ORDO/Orphanet_217587	mitochondrial disease with hypertrophic cardiomyopathy	Mitochondrial disease with hypertrophic cardiomyopathy
http://purl.obolibrary.org/obo/MONDO_0016793	http://www.orpha.net/ORDO/Orphanet_254776	mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA	Mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA
http://purl.obolibrary.org/obo/MONDO_0016335	http://www.orpha.net/ORDO/Orphanet_217613	mitochondrial disease with dilated cardiomyopathy	Mitochondrial disease with dilated cardiomyopathy
http://purl.obolibrary.org/obo/MONDO_0015548	http://www.orpha.net/ORDO/Orphanet_158266	Huntington disease-like syndrome	Huntington disease-like syndrome
http://purl.obolibrary.org/obo/MONDO_0019794	http://www.orpha.net/ORDO/Orphanet_94149	autosomal dominant cerebellar ataxia type 4	Autosomal dominant cerebellar ataxia type 4
http://purl.obolibrary.org/obo/MONDO_0015707	http://www.orpha.net/ORDO/Orphanet_169346	DNA repair defect other than combined T-cell and B-cell immunodeficiencies	DNA repair defect other than combined T-cell and B-cell immunodeficiencies
http://purl.obolibrary.org/obo/MONDO_0015945	http://www.orpha.net/ORDO/Orphanet_183422	polymalformative genetic syndrome with increased risk of developing cancer	Polymalformative genetic syndrome with increased risk of developing cancer
http://purl.obolibrary.org/obo/MONDO_0020258	http://www.orpha.net/ORDO/Orphanet_98688	oculomotor apraxia or related oculomotor disease	Oculomotor apraxia or related oculomotor disease
http://purl.obolibrary.org/obo/MONDO_0015331	http://www.orpha.net/ORDO/Orphanet_139027	malformation syndrome with skin/mucosae involvement	Malformation syndrome with skin/mucosae involvement
http://purl.obolibrary.org/obo/MONDO_0019852	http://www.orpha.net/ORDO/Orphanet_95710	non-acquired premature ovarian failure	Non-acquired premature ovarian failure
http://purl.obolibrary.org/obo/MONDO_0020045	http://www.orpha.net/ORDO/Orphanet_98097	autosomal recessive cerebellar ataxia due to a DNA repair defect	Autosomal recessive cerebellar ataxia due to a DNA repair defect
http://purl.obolibrary.org/obo/MONDO_0024388	http://www.ebi.ac.uk/efo/EFO_1000874	Clostridium infectious disease	commensal Clostridium infectious disease
http://purl.obolibrary.org/obo/MONDO_0006708	http://www.ebi.ac.uk/efo/EFO_1000875	commensal Desulfovibrionaceae infectious disease	commensal Desulfovibrionaceae infectious disease
http://purl.obolibrary.org/obo/MONDO_0006704	http://www.ebi.ac.uk/efo/EFO_1000870	CNS demyelinating autoimmune disease	CNS demyelinating autoimmune disease
http://purl.obolibrary.org/obo/MONDO_0006712	http://www.ebi.ac.uk/efo/EFO_1000879	corneal edema	corneal edema
http://purl.obolibrary.org/obo/MONDO_0005328	http://www.ebi.ac.uk/efo/EFO_0003966	eye disease	eye disease
http://purl.obolibrary.org/obo/MONDO_0006709	http://www.ebi.ac.uk/efo/EFO_1000876	common bile duct neoplasm	common bile duct neoplasm
http://purl.obolibrary.org/obo/MONDO_0006710	http://www.ebi.ac.uk/efo/EFO_1000877	complex partial epilepsy	complex partial epilepsy
http://purl.obolibrary.org/obo/MONDO_0005384	http://www.ebi.ac.uk/efo/EFO_0004263	partial epilepsy	partial epilepsy
http://purl.obolibrary.org/obo/MONDO_0011423	http://www.orpha.net/ORDO/Orphanet_119	autosomal recessive limb-girdle muscular dystrophy type 2E	Autosomal recessive limb-girdle muscular dystrophy type 2E
http://purl.obolibrary.org/obo/MONDO_0016334	http://www.orpha.net/ORDO/Orphanet_217610	neuromuscular disease with dilated cardiomyopathy	Neuromuscular disease with dilated cardiomyopathy
http://purl.obolibrary.org/obo/MONDO_0015152	http://www.orpha.net/ORDO/Orphanet_102015	autosomal recessive limb-girdle muscular dystrophy	Autosomal recessive limb-girdle muscular dystrophy
http://purl.obolibrary.org/obo/MONDO_0016142	http://www.orpha.net/ORDO/Orphanet_207063	qualitative or quantitative defects of beta-sarcoglycan	Qualitative or quantitative defects of beta-sarcoglycan
http://purl.obolibrary.org/obo/MONDO_0009562	http://www.orpha.net/ORDO/Orphanet_118	beta-mannosidosis	Beta-mannosidosis
http://purl.obolibrary.org/obo/MONDO_0016133	http://www.orpha.net/ORDO/Orphanet_207018	rare hereditary metabolic disease with peripheral neuropathy	Rare hereditary metabolic disease with peripheral neuropathy
http://purl.obolibrary.org/obo/MONDO_0019706	http://www.orpha.net/ORDO/Orphanet_93448	lysosomal storage disease with skeletal involvement	Lysosomal storage disease with skeletal involvement
http://purl.obolibrary.org/obo/MONDO_0019251	http://www.orpha.net/ORDO/Orphanet_79215	oligosaccharidosis	Oligosaccharidosis
http://purl.obolibrary.org/obo/MONDO_0016326	http://www.orpha.net/ORDO/Orphanet_217581	lysosomal disease with hypertrophic cardiomyopathy	Lysosomal disease with hypertrophic cardiomyopathy
http://purl.obolibrary.org/obo/MONDO_0007534	http://www.orpha.net/ORDO/Orphanet_116	Beckwith-Wiedemann syndrome	Beckwith-Wiedemann syndrome
http://purl.obolibrary.org/obo/MONDO_0015496	http://www.orpha.net/ORDO/Orphanet_156207	macroglossia	Macroglossia
http://purl.obolibrary.org/obo/MONDO_0016329	http://www.orpha.net/ORDO/Orphanet_217595	syndrome associated with hypertrophic cardiomyopathy	Syndrome associated with hypertrophic cardiomyopathy
http://purl.obolibrary.org/obo/MONDO_0007363	http://www.orpha.net/ORDO/Orphanet_115	congenital contractural arachnodactyly	Congenital contractural arachnodactyly
http://purl.obolibrary.org/obo/MONDO_0017310	http://www.orpha.net/ORDO/Orphanet_284993	Marfan and Marfan-related disorder	Marfan and Marfan-related disorder
http://purl.obolibrary.org/obo/MONDO_0019942	http://www.orpha.net/ORDO/Orphanet_97120	distal arthrogryposis	Distal arthrogryposis
http://purl.obolibrary.org/obo/MONDO_0007177	http://www.orpha.net/ORDO/Orphanet_114	Auriculoosteodysplasia	Auriculoosteodysplasia
http://purl.obolibrary.org/obo/MONDO_0019700	http://www.orpha.net/ORDO/Orphanet_93441	primary bone dysplasia with multiple joint dislocations	Primary bone dysplasia with multiple joint dislocations
http://purl.obolibrary.org/obo/MONDO_0020175	http://www.orpha.net/ORDO/Orphanet_98584	malignant tumor of palpebral epidermis	Malignant tumor of palpebral epidermis
http://purl.obolibrary.org/obo/MONDO_0015231	http://www.orpha.net/ORDO/Orphanet_112	Bartter syndrome	Bartter syndrome
http://purl.obolibrary.org/obo/MONDO_0015962	http://www.orpha.net/ORDO/Orphanet_183592	genetic renal tubular disease	Genetic renal tubular disease
http://purl.obolibrary.org/obo/MONDO_0010543	http://www.orpha.net/ORDO/Orphanet_111	Barth syndrome	Barth syndrome
http://purl.obolibrary.org/obo/MONDO_0009637	http://www.orpha.net/ORDO/Orphanet_206966	mitochondrial myopathy	Mitochondrial myopathy
http://purl.obolibrary.org/obo/MONDO_0018120	http://www.orpha.net/ORDO/Orphanet_352312	"disorder of phospholipids, sphingolipids and fatty acids biosynthesis with skeletal muscle predominant involvement"	"Disorder of phospholipids, sphingolipids and fatty acids biosynthesis with skeletal muscle predominant involvement"
http://purl.obolibrary.org/obo/MONDO_0017359	http://www.orpha.net/ORDO/Orphanet_289902	3-methylglutaconic aciduria	3-methylglutaconic aciduria
http://purl.obolibrary.org/obo/MONDO_0006717	http://www.ebi.ac.uk/efo/EFO_1000885	cutaneous fibrous histiocytoma	cutaneous fibrous histiocytoma
http://purl.obolibrary.org/obo/MONDO_0005509	http://www.ebi.ac.uk/efo/EFO_0005561	histiocytoma	histiocytoma
http://purl.obolibrary.org/obo/MONDO_0015229	http://www.orpha.net/ORDO/Orphanet_110	Bardet-Biedl syndrome	Bardet-Biedl syndrome
http://purl.obolibrary.org/obo/MONDO_0020240	http://www.orpha.net/ORDO/Orphanet_98661	syndromic retinitis pigmentosa	Syndromic retinitis pigmentosa
http://purl.obolibrary.org/obo/MONDO_0015218	http://www.orpha.net/ORDO/Orphanet_108987	syndromic developmental defect of the eye	Syndromic developmental defect of the eye
http://purl.obolibrary.org/obo/MONDO_0020244	http://www.orpha.net/ORDO/Orphanet_98666	unclassified primitive or secondary maculopathy	Unclassified primitive or secondary maculopathy
http://purl.obolibrary.org/obo/MONDO_0015212	http://www.orpha.net/ORDO/Orphanet_108969	syndromic intestinal malformation	Syndromic intestinal malformation
http://purl.obolibrary.org/obo/MONDO_0005308	http://www.ebi.ac.uk/efo/EFO_0003900	ciliopathy	ciliopathy
http://purl.obolibrary.org/obo/MONDO_0016565	http://www.orpha.net/ORDO/Orphanet_240371	syndromic obesity	Syndromic obesity
http://purl.obolibrary.org/obo/MONDO_0006716	http://www.ebi.ac.uk/efo/EFO_1000883	coronary thrombosis	coronary thrombosis
http://purl.obolibrary.org/obo/MONDO_0005010	http://www.ebi.ac.uk/efo/EFO_0001645	coronary artery disease	coronary artery disease
http://purl.obolibrary.org/obo/MONDO_0006714	http://www.ebi.ac.uk/efo/EFO_1000881	coronary aneurysm	coronary aneurysm
http://purl.obolibrary.org/obo/MONDO_0004995	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease	cardiovascular disease
http://purl.obolibrary.org/obo/MONDO_0006715	http://www.ebi.ac.uk/efo/EFO_1000882	coronary stenosis	coronary stenosis
http://purl.obolibrary.org/obo/MONDO_0006713	http://www.ebi.ac.uk/efo/EFO_1000880	corneal neovascularization	corneal neovascularization
http://purl.obolibrary.org/obo/MONDO_0006720	http://www.ebi.ac.uk/efo/EFO_1000889	"cystic, mucinous, and serous neoplasm"	"cystic, mucinous, and serous neoplasm"
http://purl.obolibrary.org/obo/MONDO_0006718	http://www.ebi.ac.uk/efo/EFO_1000887	cutaneous syphilis	cutaneous syphilis
http://purl.obolibrary.org/obo/MONDO_0005093	http://www.ebi.ac.uk/efo/EFO_0000701	skin disease	skin disease
http://purl.obolibrary.org/obo/MONDO_0005976	http://www.ebi.ac.uk/efo/EFO_0007504	syphilis	syphilis
http://purl.obolibrary.org/obo/MONDO_0009761	http://www.ebi.ac.uk/efo/EFO_1000888	cystic hygroma	cystic lymphangioma
http://purl.obolibrary.org/obo/MONDO_0009615	http://www.orpha.net/ORDO/Orphanet_308425	methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency
http://purl.obolibrary.org/obo/MONDO_0017390	http://www.orpha.net/ORDO/Orphanet_293355	methylmalonic acidemia without homocystinuria	Methylmalonic acidemia without homocystinuria
http://purl.obolibrary.org/obo/MONDO_0010537	http://www.orpha.net/ORDO/Orphanet_127	Borjeson-Forssman-Lehmann syndrome	Borjeson-Forssman-Lehmann syndrome
http://purl.obolibrary.org/obo/MONDO_0020119	http://www.orpha.net/ORDO/Orphanet_98464	X-linked syndromic intellectual disability	X-linked syndromic intellectual disability
http://purl.obolibrary.org/obo/MONDO_0015217	http://www.orpha.net/ORDO/Orphanet_108985	non-syndromic developmental defect of the eye	Non-syndromic developmental defect of the eye
http://purl.obolibrary.org/obo/MONDO_0008537	http://www.orpha.net/ORDO/Orphanet_98575	telecanthus	Telecanthus
http://purl.obolibrary.org/obo/MONDO_0018413	http://www.orpha.net/ORDO/Orphanet_400022	rare female infertility due to an anomaly of ovarian function of genetic origin	Rare female infertility due to an anomaly of ovarian function of genetic origin
http://purl.obolibrary.org/obo/MONDO_0020162	http://www.orpha.net/ORDO/Orphanet_98571	secondary ectropion	Secondary ectropion
http://purl.obolibrary.org/obo/MONDO_0008876	http://www.orpha.net/ORDO/Orphanet_125	Bloom syndrome	Bloom syndrome
http://purl.obolibrary.org/obo/MONDO_0015951	http://www.orpha.net/ORDO/Orphanet_183490	genetic photodermatosis	Genetic photodermatosis
http://purl.obolibrary.org/obo/MONDO_0020277	http://www.orpha.net/ORDO/Orphanet_98709	ectodermal malformation syndrome associated with ocular features	Ectodermal malformation syndrome associated with ocular features
http://purl.obolibrary.org/obo/MONDO_0015335	http://www.orpha.net/ORDO/Orphanet_139039	orofacial clefting syndrome	Orofacial clefting syndrome
http://purl.obolibrary.org/obo/MONDO_0017718	http://www.orpha.net/ORDO/Orphanet_309136	mitochondrial disorder due to a defect in assembly or maturation of the respiratory chain complexes	Mitochondrial disorder due to a defect in assembly or maturation of the respiratory chain complexes
http://purl.obolibrary.org/obo/MONDO_0017891	http://www.orpha.net/ORDO/Orphanet_319328	inherited renal cancer-predisposing syndrome	Inherited renal cancer-predisposing syndrome
http://purl.obolibrary.org/obo/MONDO_0005294	http://www.ebi.ac.uk/efo/EFO_0003875	peripheral vascular disease	peripheral vascular disease
http://purl.obolibrary.org/obo/MONDO_0012819	http://www.ebi.ac.uk/efo/EFO_1000897	diabetic ketoacidosis	diabetic ketoacidosis
http://purl.obolibrary.org/obo/MONDO_0019373	http://www.ebi.ac.uk/efo/EFO_1000895	desmoplastic small round cell tumor	desmoplastic small round cell tumor
http://purl.obolibrary.org/obo/MONDO_0006722	http://www.ebi.ac.uk/efo/EFO_1000892	dental fluorosis	dental fluorosis
http://purl.obolibrary.org/obo/MONDO_0006999	http://www.ebi.ac.uk/efo/EFO_1001216	tooth disease	tooth disease
http://purl.obolibrary.org/obo/MONDO_0006723	http://www.ebi.ac.uk/efo/EFO_1000893	denture stomatitis	denture stomatitis
http://purl.obolibrary.org/obo/MONDO_0009072	http://www.ebi.ac.uk/efo/EFO_1000890	Dandy-Walker syndrome	Dandy-Walker syndrome
http://purl.obolibrary.org/obo/MONDO_0006721	http://www.ebi.ac.uk/efo/EFO_1000891	de Quervain disease	De Quervain disease
http://purl.obolibrary.org/obo/MONDO_0005381	http://www.ebi.ac.uk/efo/EFO_0004260	bone disease	bone disease
http://purl.obolibrary.org/obo/MONDO_0006727	http://www.ebi.ac.uk/efo/EFO_1000899	diastolic heart failure	diastolic heart failure
http://purl.obolibrary.org/obo/MONDO_0005009	http://www.ebi.ac.uk/efo/EFO_0000373	congestive heart failure	congestive heart failure
http://purl.obolibrary.org/obo/MONDO_0010621	http://www.orpha.net/ORDO/Orphanet_139	child syndrome	CHILD syndrome
http://purl.obolibrary.org/obo/MONDO_0019701	http://www.orpha.net/ORDO/Orphanet_93442	chondrodysplasia punctata	Chondrodysplasia punctata
http://purl.obolibrary.org/obo/MONDO_0019240	http://www.orpha.net/ORDO/Orphanet_79195	sterol biosynthesis disorder	Sterol biosynthesis disorder
http://purl.obolibrary.org/obo/MONDO_0017269	http://www.orpha.net/ORDO/Orphanet_281210	X-linked ichthyosis syndrome	X-linked ichthyosis syndrome
http://purl.obolibrary.org/obo/MONDO_0008965	http://www.orpha.net/ORDO/Orphanet_138	CHARGE syndrome	CHARGE syndrome
http://purl.obolibrary.org/obo/MONDO_0015620	http://www.orpha.net/ORDO/Orphanet_165707	syndromic urogenital tract malformation	Syndromic urogenital tract malformation
http://purl.obolibrary.org/obo/MONDO_0020237	http://www.orpha.net/ORDO/Orphanet_98655	lens shape anomaly	Lens shape anomaly
http://purl.obolibrary.org/obo/MONDO_0015506	http://www.orpha.net/ORDO/Orphanet_156532	rare syndrome with cardiac malformations	Rare syndrome with cardiac malformations
http://purl.obolibrary.org/obo/MONDO_0014212	http://www.orpha.net/ORDO/Orphanet_308400	sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C
http://purl.obolibrary.org/obo/MONDO_0020480	http://www.orpha.net/ORDO/Orphanet_99732	sulfite oxidase deficiency due to molybdenum cofactor deficiency	Sulfite oxidase deficiency due to molybdenum cofactor deficiency
http://purl.obolibrary.org/obo/MONDO_0015286	http://www.orpha.net/ORDO/Orphanet_137	congenital disorder of glycosylation	Congenital disorder of glycosylation
