ID	Label
http://www.orpha.net/ORDO/Orphanet_79149	obsolete_dermochondrocorneal dystrophy
http://www.orpha.net/ORDO/Orphanet_329813	obsolete_mosaic genome-wide paternal uniparental disomy
http://www.orpha.net/ORDO/Orphanet_295020	obsolete_congenital pseudoarthrosis of the femur
http://www.orpha.net/ORDO/Orphanet_2985	obsolete_pseudoprogeria syndrome
http://www.orpha.net/ORDO/Orphanet_1677	obsolete_familial idiopathic dilatation of the right atrium
http://www.orpha.net/ORDO/Orphanet_208593	obsolete_genetic hypoparathyroidism
http://www.orpha.net/ORDO/Orphanet_288	obsolete_hereditary elliptocytosis
http://www.orpha.net/ORDO/Orphanet_316240	obsolete_autosomal recessive spastic ataxia
http://www.orpha.net/ORDO/Orphanet_306577	obsolete_sodium channelopathy-related small fiber neuropathy
http://www.orpha.net/ORDO/Orphanet_384	obsolete_palmoplantar keratoderma-sclerodactyly syndrome
http://www.orpha.net/ORDO/Orphanet_638	obsolete_neurofibromatosis-Noonan syndrome
http://www.orpha.net/ORDO/Orphanet_98564	obsolete_eyelid border anomaly
http://www.orpha.net/ORDO/Orphanet_574	obsolete_monosomy 21
http://www.orpha.net/ORDO/Orphanet_2016	obsolete_cleft palate-lateral synechia syndrome
http://www.orpha.net/ORDO/Orphanet_51208	obsolete_formiminoglutamic aciduria
http://www.orpha.net/ORDO/Orphanet_2749	obsolete_oromandibular-limb hypogenesis syndrome
http://www.orpha.net/ORDO/Orphanet_50943	obsolete_keratolytic winter erythema
http://www.orpha.net/ORDO/Orphanet_90794	obsolete_classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
http://www.orpha.net/ORDO/Orphanet_250972	obsolete_polymicrogyria with optic nerve hypoplasia
http://www.orpha.net/ORDO/Orphanet_398173	obsolete_focal facial dermal dysplasia type II
http://www.orpha.net/ORDO/Orphanet_2591	obsolete_infantile myofibromatosis
http://www.orpha.net/ORDO/Orphanet_90026	obsolete_primary erythermalgia
http://www.orpha.net/ORDO/Orphanet_232	obsolete_sickle cell anemia
http://www.orpha.net/ORDO/Orphanet_100051	obsolete_hereditary angioedema type 2
http://www.orpha.net/ORDO/Orphanet_98575	obsolete_telecanthus
http://www.orpha.net/ORDO/Orphanet_2903	obsolete_familial spontaneous pneumothorax
http://www.orpha.net/ORDO/Orphanet_757	obsolete_pseudohypoaldosteronism type 2
http://www.orpha.net/ORDO/Orphanet_3417	obsolete_van den Bosch syndrome
http://www.orpha.net/ORDO/Orphanet_3107	obsolete_autosomal dominant Robinow syndrome
http://www.orpha.net/ORDO/Orphanet_2378	obsolete_laurin-Sandrow syndrome
http://www.orpha.net/ORDO/Orphanet_262687	obsolete_partial duplication of chromosome 19
http://www.orpha.net/ORDO/Orphanet_171929	obsolete_trisomy 10p
http://www.orpha.net/ORDO/Orphanet_3357	obsolete_autosomal dominant trichoodontoonychodysplasia-syndactyly
http://www.orpha.net/ORDO/Orphanet_247582	obsolete_citrin deficiency
http://www.orpha.net/ORDO/Orphanet_461	obsolete_recessive X-linked ichthyosis
http://www.orpha.net/ORDO/Orphanet_63454	obsolete_patterned dystrophy of the retinal pigment epithelium
http://www.orpha.net/ORDO/Orphanet_262019	obsolete_partial deletion of the long arm of chromosome 3
http://www.orpha.net/ORDO/Orphanet_99	obsolete_autosomal dominant cerebellar ataxia
http://www.orpha.net/ORDO/Orphanet_263004	obsolete_partial duplication of the long arm of chromosome 22
http://www.orpha.net/ORDO/Orphanet_238536	obsolete_congenital secondary polycythemia
http://www.orpha.net/ORDO/Orphanet_96346	obsolete_anorectal malformation
http://www.orpha.net/ORDO/Orphanet_295044	obsolete_macrodactyly of fingers
http://www.orpha.net/ORDO/Orphanet_34533	obsolete_corneal dystrophy
http://www.orpha.net/ORDO/Orphanet_98260	obsolete_adolescent-onset epilepsy syndrome
http://www.orpha.net/ORDO/Orphanet_98617	obsolete_bulbar conjunctival dermoid or conjunctival dermolipoma
http://www.orpha.net/ORDO/Orphanet_1037	obsolete_arthrogryposis multiplex congenita
http://www.orpha.net/ORDO/Orphanet_276405	obsolete_hyperbiliverdinemia
http://www.orpha.net/ORDO/Orphanet_251043	obsolete_ring chromosome 5
http://www.orpha.net/ORDO/Orphanet_195	obsolete_cat-eye syndrome
http://www.orpha.net/ORDO/Orphanet_115	obsolete_congenital contractural arachnodactyly
http://www.orpha.net/ORDO/Orphanet_295081	obsolete_fibular hemimelia, unilateral
http://www.orpha.net/ORDO/Orphanet_2781	obsolete_osteopetrosis
http://www.orpha.net/ORDO/Orphanet_268	obsolete_autosomal recessive limb-girdle muscular dystrophy type 2B
http://www.orpha.net/ORDO/Orphanet_98760	obsolete_spinocerebellar ataxia type 8
http://www.orpha.net/ORDO/Orphanet_370997	obsolete_muscle-eye-brain disease with bilateral multicystic leucodystrophy
http://www.orpha.net/ORDO/Orphanet_263731	obsolete_partial monosomy of the short arm of chromosome X
http://www.orpha.net/ORDO/Orphanet_2884	obsolete_piebaldism
http://www.orpha.net/ORDO/Orphanet_99763	obsolete_familial hyperreninemic hypoaldosteronism type 1
http://www.orpha.net/ORDO/Orphanet_261776	obsolete_partial deletion of chromosome 3
http://www.orpha.net/ORDO/Orphanet_95700	obsolete_familial adrenal hypoplasia with absent pituitary luteinizing hormone
http://www.orpha.net/ORDO/Orphanet_207104	obsolete_qualitative or quantitative defects of calpain
http://www.orpha.net/ORDO/Orphanet_207060	obsolete_qualitative or quantitative defects of alpha-sarcoglycan
http://www.orpha.net/ORDO/Orphanet_314399	obsolete_autosomal dominant aplasia and myelodysplasia
http://www.orpha.net/ORDO/Orphanet_180	obsolete_choroideremia
http://www.orpha.net/ORDO/Orphanet_391408	obsolete_primary microcephaly-mild intellectual disability-young-onset diabetes syndrome
http://www.orpha.net/ORDO/Orphanet_3310	obsolete_tetrasomy 9p
http://www.orpha.net/ORDO/Orphanet_238	obsolete_digestive duplication
http://www.orpha.net/ORDO/Orphanet_289849	obsolete_glutathione synthetase deficiency without 5-oxoprolinuria
http://www.orpha.net/ORDO/Orphanet_595	obsolete_centronuclear myopathy
http://www.orpha.net/ORDO/Orphanet_79264	obsolete_juvenile neuronal ceroid lipofuscinosis
http://www.orpha.net/ORDO/Orphanet_183454	obsolete_genetic nail anomaly
http://www.orpha.net/ORDO/Orphanet_200037	obsolete_paroxysmal dystonia
http://www.orpha.net/ORDO/Orphanet_319569	obsolete_autosomal recessive Mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
http://www.orpha.net/ORDO/Orphanet_1717	obsolete_distal trisomy 19q
http://www.orpha.net/ORDO/Orphanet_100982	obsolete_autosomal recessive pure spastic paraplegia
http://www.orpha.net/ORDO/Orphanet_424	obsolete_familial hyperthyroidism due to mutations in TSH receptor
http://www.orpha.net/ORDO/Orphanet_353320	obsolete_pyruvate carboxylase deficiency, benign type
http://www.orpha.net/ORDO/Orphanet_293955	obsolete_childhood encephalopathy due to thiamine pyrophosphokinase deficiency
http://www.orpha.net/ORDO/Orphanet_268384	obsolete_thoracolumbosacral spina bifida aperta
http://www.orpha.net/ORDO/Orphanet_93315	obsolete_spondylometaphyseal dysplasia, 'corner fracture' type
http://www.orpha.net/ORDO/Orphanet_268961	obsolete_isolated focal cortical dysplasia type I
http://www.orpha.net/ORDO/Orphanet_223713	obsolete_mitochondrial oxidative phosphorylation disorder
http://www.orpha.net/ORDO/Orphanet_156	obsolete_carnitine palmitoyl transferase 1A deficiency
http://www.orpha.net/ORDO/Orphanet_108969	obsolete_syndromic intestinal malformation
http://www.orpha.net/ORDO/Orphanet_225	obsolete_maternally-inherited diabetes and deafness
http://www.orpha.net/ORDO/Orphanet_79485	obsolete_phakomatosis spilorosea
http://www.orpha.net/ORDO/Orphanet_169139	obsolete_transient hypogammaglobulinemia of infancy
http://www.orpha.net/ORDO/Orphanet_79136	obsolete_episodic ataxia type 4
http://www.orpha.net/ORDO/Orphanet_37042	obsolete_immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome
http://www.orpha.net/ORDO/Orphanet_93108	obsolete_renal dysplasia
http://www.orpha.net/ORDO/Orphanet_365563	obsolete_primary short bowel syndrome
http://www.orpha.net/ORDO/Orphanet_1955	obsolete_spinocerebellar ataxia type 34
http://www.orpha.net/ORDO/Orphanet_165988	obsolete_diazoxide-resistant diffuse hyperinsulinism
http://www.orpha.net/ORDO/Orphanet_1692	obsolete_mosaic trisomy 1
http://www.orpha.net/ORDO/Orphanet_209050	obsolete_qualitative or quantitative defects of protein ZASP
http://www.orpha.net/ORDO/Orphanet_437	obsolete_hypophosphatemic rickets
http://www.orpha.net/ORDO/Orphanet_79141	obsolete_hereditary painful callosities
http://www.orpha.net/ORDO/Orphanet_100048	obsolete_tubular duplication of the esophagus
http://www.orpha.net/ORDO/Orphanet_166295	obsolete_benign non-familial infantile seizures
http://www.orpha.net/ORDO/Orphanet_391381	obsolete_disorder of asparagine metabolism
http://www.orpha.net/ORDO/Orphanet_213	obsolete_cystinosis
http://www.orpha.net/ORDO/Orphanet_100015	obsolete_lissencephaly with cerebellar hypoplasia type E
http://www.orpha.net/ORDO/Orphanet_314701	obsolete_primary systemic amyloidosis
http://www.orpha.net/ORDO/Orphanet_417	obsolete_neonatal severe primary hyperparathyroidism
http://www.orpha.net/ORDO/Orphanet_261222	obsolete_distal 16p11.2 microdeletion syndrome
http://www.orpha.net/ORDO/Orphanet_909	obsolete_cerebrotendinous xanthomatosis
http://www.orpha.net/ORDO/Orphanet_156604	obsolete_genetic parenchymatous liver disease
http://www.orpha.net/ORDO/Orphanet_209203	obsolete_qualitative or quantitative defects of glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase -
http://www.orpha.net/ORDO/Orphanet_329228	obsolete_microcephalic primordial dwarfism due to ZNF335 deficiency
http://www.orpha.net/ORDO/Orphanet_294939	obsolete_preaxial polydactyly of fingers
http://www.orpha.net/ORDO/Orphanet_401815	obsolete_autosomal recessive spastic paraplegia type 66
http://www.orpha.net/ORDO/Orphanet_276608	obsolete_adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia
http://www.orpha.net/ORDO/Orphanet_309185	obsolete_Tay-Sachs disease, b variant, juvenile form
http://www.orpha.net/ORDO/Orphanet_737	obsolete_porokeratosis plantaris palmaris et disseminata
http://www.orpha.net/ORDO/Orphanet_99736	obsolete_acetazolamide-responsive myotonia
http://www.orpha.net/ORDO/Orphanet_306765	obsolete_motor stereotypies
http://www.orpha.net/ORDO/Orphanet_183460	obsolete_genetic sebaceous gland anomaly
http://www.orpha.net/ORDO/Orphanet_281103	obsolete_keratinopathic ichthyosis
http://www.orpha.net/ORDO/Orphanet_178345	obsolete_aromatase excess syndrome
http://www.orpha.net/ORDO/Orphanet_2430	obsolete_congenital macroglossia
http://www.orpha.net/ORDO/Orphanet_1867	obsolete_bullous dystrophy, macular type
http://www.orpha.net/ORDO/Orphanet_79299	obsolete_hyperinsulinism due to glucokinase deficiency
http://www.orpha.net/ORDO/Orphanet_79146	obsolete_familial progressive hyperpigmentation
http://www.orpha.net/ORDO/Orphanet_399380	obsolete_osteonecrosis of genetic origin
http://www.orpha.net/ORDO/Orphanet_226307	obsolete_hypothyroidism due to deficient transcription factors involved in pituitary development or function
http://www.orpha.net/ORDO/Orphanet_2162	obsolete_holoprosencephaly
http://www.orpha.net/ORDO/Orphanet_295154	obsolete_polydactyly of an index finger, bilateral
http://www.orpha.net/ORDO/Orphanet_238763	obsolete_glaucoma secondary to spherophakia/ectopia lentis and megalocornea
http://www.orpha.net/ORDO/Orphanet_280403	obsolete_familial omphalocele syndrome with facial dysmorphism
http://www.orpha.net/ORDO/Orphanet_96070	obsolete_distal trisomy 2p
http://www.orpha.net/ORDO/Orphanet_79643	obsolete_autosomal recessive hyperinsulinism due to SUR1 deficiency
http://www.orpha.net/ORDO/Orphanet_1842	obsolete_bone dysplasia, lethal Holmgren type
http://www.orpha.net/ORDO/Orphanet_3317	obsolete_thoracolaryngopelvic dysplasia
http://www.orpha.net/ORDO/Orphanet_295055	obsolete_amelia of upper limb, bilateral
http://www.orpha.net/ORDO/Orphanet_91387	obsolete_familial thoracic aortic aneurysm and aortic dissection
http://www.orpha.net/ORDO/Orphanet_295169	obsolete_postaxial polydactyly type B, bilateral
http://www.orpha.net/ORDO/Orphanet_163668	obsolete_spondyloepiphyseal dysplasia, MacDermot type
http://www.orpha.net/ORDO/Orphanet_228305	obsolete_carnitine palmitoyl transferase II deficiency, severe infantile form
http://www.orpha.net/ORDO/Orphanet_96059	obsolete_mosaic trisomy 4
http://www.orpha.net/ORDO/Orphanet_79226	obsolete_sterol metabolism disorder
http://www.orpha.net/ORDO/Orphanet_1525	obsolete_cranio-osteoarthropathy
http://www.orpha.net/ORDO/Orphanet_357008	obsolete_atypical hemolytic-uremic syndrome with DGKE deficiency
http://www.orpha.net/ORDO/Orphanet_96179	obsolete_maternal uniparental disomy of chromosome 2
http://www.orpha.net/ORDO/Orphanet_1698	obsolete_mosaic trisomy 12
http://www.orpha.net/ORDO/Orphanet_262794	obsolete_partial duplication of the short arm of chromosome 16
http://www.orpha.net/ORDO/Orphanet_98576	obsolete_malposition of external canthus
http://www.orpha.net/ORDO/Orphanet_99858	obsolete_idiopathic syringomyelia
http://www.orpha.net/ORDO/Orphanet_1318	obsolete_campomelia, Cumming type
http://www.orpha.net/ORDO/Orphanet_97234	obsolete_glycogen storage disease due to phosphoglycerate mutase deficiency
http://www.orpha.net/ORDO/Orphanet_446	obsolete_neonatal hemochromatosis
http://www.orpha.net/ORDO/Orphanet_281190	obsolete_congenital reticular ichthyosiform erythroderma
http://www.orpha.net/ORDO/Orphanet_760	obsolete_purine nucleoside phosphorylase deficiency
http://www.orpha.net/ORDO/Orphanet_210571	obsolete_dystonia 16
http://www.orpha.net/ORDO/Orphanet_1973	obsolete_faciocardiorenal syndrome
http://www.orpha.net/ORDO/Orphanet_262698	obsolete_partial duplication of the short arm of chromosome 2
http://www.orpha.net/ORDO/Orphanet_1449	obsolete_ring chromosome 7
http://www.orpha.net/ORDO/Orphanet_98878	obsolete_hemophilia A
http://www.orpha.net/ORDO/Orphanet_278	obsolete_corticobasal degeneration
http://www.orpha.net/ORDO/Orphanet_169110	obsolete_immunoglobulin heavy chain deficiency
http://www.orpha.net/ORDO/Orphanet_209932	obsolete_cone dystrophy with supernormal rod response
http://www.orpha.net/ORDO/Orphanet_177929	obsolete_symptomatic form of hemophilia B in female carriers
http://www.orpha.net/ORDO/Orphanet_2445	obsolete_conotruncal heart malformations
http://www.orpha.net/ORDO/Orphanet_254531	obsolete_paternal 14q32.2 hypomethylation syndrome
http://www.orpha.net/ORDO/Orphanet_148	obsolete_multiple carboxylase deficiency
http://www.orpha.net/ORDO/Orphanet_666	obsolete_osteogenesis imperfecta
http://www.orpha.net/ORDO/Orphanet_98892	obsolete_periventricular nodular heterotopia
http://www.orpha.net/ORDO/Orphanet_3259	obsolete_syndactyly-polydactyly-ear lobe syndrome
http://www.orpha.net/ORDO/Orphanet_207119	obsolete_qualitative or quantitative defects of FKRP
http://www.orpha.net/ORDO/Orphanet_3214	obsolete_deaf blind hypopigmentation syndrome, Yemenite type
http://www.orpha.net/ORDO/Orphanet_363611	obsolete_intellectual disability-feeding difficulties-developmental delay-microcephaly syndrome
http://www.orpha.net/ORDO/Orphanet_280615	obsolete_hemoglobinopathy Toms River
http://www.orpha.net/ORDO/Orphanet_250984	obsolete_autosomal recessive Stickler syndrome
http://www.orpha.net/ORDO/Orphanet_98759	obsolete_spinocerebellar ataxia type 17
http://www.orpha.net/ORDO/Orphanet_745	obsolete_hereditary thrombophilia due to congenital protein C deficiency
http://www.orpha.net/ORDO/Orphanet_2500	obsolete_acrogeria
http://www.orpha.net/ORDO/Orphanet_96325	obsolete_isochromosome Y
http://www.orpha.net/ORDO/Orphanet_181412	obsolete_adrenogenital syndrome
http://www.orpha.net/ORDO/Orphanet_199279	obsolete_familial angiolipomatosis
http://www.orpha.net/ORDO/Orphanet_370097	obsolete_oculocutaneous albinism type 6
http://www.orpha.net/ORDO/Orphanet_486	obsolete_autosomal dominant severe congenital neutropenia
http://www.orpha.net/ORDO/Orphanet_1848	obsolete_bilateral renal agenesis
http://www.orpha.net/ORDO/Orphanet_268770	obsolete_upper thoracic spina bifida cystica
http://www.orpha.net/ORDO/Orphanet_238642	obsolete_primary megaureter, adult-onset form
http://www.orpha.net/ORDO/Orphanet_2843	obsolete_pentosuria
http://www.orpha.net/ORDO/Orphanet_178040	obsolete_peripheral precocious puberty
http://www.orpha.net/ORDO/Orphanet_1480	obsolete_ventricular septal defect
http://www.orpha.net/ORDO/Orphanet_262101	obsolete_partial deletion of the long arm of chromosome 13
http://www.orpha.net/ORDO/Orphanet_3307	obsolete_tetrasomy 18p
http://www.orpha.net/ORDO/Orphanet_104007	obsolete_congenital enteropathy involving intestinal mucosa development
http://www.orpha.net/ORDO/Orphanet_298	obsolete_mitochondrial neurogastrointestinal encephalomyopathy
http://www.orpha.net/ORDO/Orphanet_228003	obsolete_severe combined immunodeficiency due to CORO1A deficiency
http://www.orpha.net/ORDO/Orphanet_946	obsolete_acrocephalosyndactyly
http://www.orpha.net/ORDO/Orphanet_79212	obsolete_mucolipidosis
http://www.orpha.net/ORDO/Orphanet_262896	obsolete_partial duplication of the long arm of chromosome 8
http://www.orpha.net/ORDO/Orphanet_99701	obsolete_mesial temporal lobe epilepsy with hippocampal sclerosis
http://www.orpha.net/ORDO/Orphanet_1106	obsolete_microphthalmia with limb anomalies
http://www.orpha.net/ORDO/Orphanet_35099	obsolete_isolated brachycephaly
http://www.orpha.net/ORDO/Orphanet_137675	obsolete_histiocytoid cardiomyopathy
http://www.orpha.net/ORDO/Orphanet_79431	obsolete_oculocutaneous albinism type 1A
http://www.orpha.net/ORDO/Orphanet_217023	obsolete_atypical hemolytic-uremic syndrome with thrombomodulin anomaly
http://www.orpha.net/ORDO/Orphanet_3237	obsolete_multiple synostoses syndrome
http://www.orpha.net/ORDO/Orphanet_158124	obsolete_genetic dementia
http://www.orpha.net/ORDO/Orphanet_171436	obsolete_typical nemaline myopathy
http://www.orpha.net/ORDO/Orphanet_93926	obsolete_midline interhemispheric variant of holoprosencephaly
http://www.orpha.net/ORDO/Orphanet_209341	obsolete_autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures
http://www.orpha.net/ORDO/Orphanet_295114	obsolete_congenital absence/hypoplasia of fingers excluding thumb, bilateral
http://www.orpha.net/ORDO/Orphanet_199276	obsolete_familial multiple lipomatosis
http://www.orpha.net/ORDO/Orphanet_217052	obsolete_early-onset non-syndromic cataract
http://www.orpha.net/ORDO/Orphanet_26793	obsolete_very long chain acyl-CoA dehydrogenase deficiency
http://www.orpha.net/ORDO/Orphanet_280553	obsolete_fatal infantile hypertonic myofibrillar myopathy
http://www.orpha.net/ORDO/Orphanet_363989	obsolete_familial benign flecked retina
http://www.orpha.net/ORDO/Orphanet_102013	obsolete_complex hereditary spastic paraplegia
http://www.orpha.net/ORDO/Orphanet_88938	obsolete_pseudohypoaldosteronism type 2A
http://www.orpha.net/ORDO/Orphanet_2746	obsolete_opsismodysplasia
http://www.orpha.net/ORDO/Orphanet_949	obsolete_acrocraniofacial dysostosis
http://www.orpha.net/ORDO/Orphanet_1475	obsolete_renal coloboma syndrome
http://www.orpha.net/ORDO/Orphanet_99852	obsolete_ravine syndrome
http://www.orpha.net/ORDO/Orphanet_254925	obsolete_combined oxidative phosphorylation defect type 4
http://www.orpha.net/ORDO/Orphanet_2499	obsolete_metachondromatosis
http://www.orpha.net/ORDO/Orphanet_96190	obsolete_paternal uniparental disomy of chromosome 5
http://www.orpha.net/ORDO/Orphanet_141152	obsolete_isolated congenital hypoglossia/aglossia
http://www.orpha.net/ORDO/Orphanet_98622	obsolete_syndromic hyperopia
http://www.orpha.net/ORDO/Orphanet_206953	obsolete_muscular lipidosis
http://www.orpha.net/ORDO/Orphanet_247598	obsolete_neonatal intrahepatic cholestasis due to citrin deficiency
http://www.orpha.net/ORDO/Orphanet_295191	obsolete_zygodactyly type 3
http://www.orpha.net/ORDO/Orphanet_581	obsolete_mucopolysaccharidosis type 3
http://www.orpha.net/ORDO/Orphanet_3383	obsolete_humerus trochlea aplasia
http://www.orpha.net/ORDO/Orphanet_295101	obsolete_acheiria, unilateral
http://www.orpha.net/ORDO/Orphanet_209967	obsolete_episodic ataxia type 6
http://www.orpha.net/ORDO/Orphanet_308380	obsolete_methylcobalamin deficiency type cblDv1
http://www.orpha.net/ORDO/Orphanet_1803	obsolete_thoracomelic dysplasia
http://www.orpha.net/ORDO/Orphanet_402364	obsolete_infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly
http://www.orpha.net/ORDO/Orphanet_101111	obsolete_spinocerebellar ataxia type 25
http://www.orpha.net/ORDO/Orphanet_26792	obsolete_short chain acyl-CoA dehydrogenase deficiency
http://www.orpha.net/ORDO/Orphanet_534	obsolete_oculocerebrorenal syndrome
http://www.orpha.net/ORDO/Orphanet_263756	obsolete_partial deletion of the long arm of chromosome X
http://www.orpha.net/ORDO/Orphanet_1149	obsolete_arthrogryposis-like syndrome
http://www.orpha.net/ORDO/Orphanet_49827	obsolete_thiamine-responsive megaloblastic anemia syndrome
http://www.orpha.net/ORDO/Orphanet_3306	obsolete_duplication/inversion 15q11
http://www.orpha.net/ORDO/Orphanet_79474	obsolete_atypical Werner syndrome
http://www.orpha.net/ORDO/Orphanet_1020	obsolete_early-onset autosomal dominant Alzheimer disease
http://www.orpha.net/ORDO/Orphanet_2763	obsolete_osteocraniostenosis
http://www.orpha.net/ORDO/Orphanet_2528	obsolete_microcephaly-microcornea syndrome, Seemanova type
http://www.orpha.net/ORDO/Orphanet_238578	obsolete_familial clubfoot due to 17q23.1q23.2 microduplication
http://www.orpha.net/ORDO/Orphanet_96167	obsolete_recombinant 8 syndrome
http://www.orpha.net/ORDO/Orphanet_743	obsolete_hereditary thrombophilia due to congenital protein S deficiency
http://www.orpha.net/ORDO/Orphanet_391366	obsolete_growth retardation-mild developmental delay-chronic hepatitis syndrome
http://www.orpha.net/ORDO/Orphanet_169189	obsolete_autosomal dominant centronuclear myopathy
http://www.orpha.net/ORDO/Orphanet_79201	obsolete_glycogen storage disease
http://www.orpha.net/ORDO/Orphanet_2021	obsolete_fibrochondrogenesis
http://www.orpha.net/ORDO/Orphanet_369950	obsolete_intellectual disability-seizures-macrocephaly-obesity syndrome
http://www.orpha.net/ORDO/Orphanet_977	obsolete_adrenomyodystrophy
http://www.orpha.net/ORDO/Orphanet_314381	obsolete_hereditary sensory and autonomic neuropathy type 6
http://www.orpha.net/ORDO/Orphanet_96129	obsolete_distal monosomy 19p13.3
http://www.orpha.net/ORDO/Orphanet_495	obsolete_transgrediens et progrediens palmoplantar keratoderma
http://www.orpha.net/ORDO/Orphanet_636	obsolete_neurofibromatosis type 1
http://www.orpha.net/ORDO/Orphanet_363447	obsolete_autosomal dominant childhood-onset proximal spinal muscular atrophy
http://www.orpha.net/ORDO/Orphanet_79435	obsolete_oculocutaneous albinism type 4
http://www.orpha.net/ORDO/Orphanet_89839	obsolete_epidermolysis bullosa simplex superficialis
http://www.orpha.net/ORDO/Orphanet_1876	obsolete_oculogastrointestinal muscular dystrophy
http://www.orpha.net/ORDO/Orphanet_295099	obsolete_congenital absence of both lower leg and foot, bilateral
http://www.orpha.net/ORDO/Orphanet_97364	obsolete_bilateral multicystic dysplastic kidney
http://www.orpha.net/ORDO/Orphanet_282124	obsolete_partial deletion of chromosome 12
http://www.orpha.net/ORDO/Orphanet_207085	obsolete_qualitative or quantitative defects of dystrophin
http://www.orpha.net/ORDO/Orphanet_79102	obsolete_thyrotoxic periodic paralysis
http://www.orpha.net/ORDO/Orphanet_156731	obsolete_dyssegmental dysplasia, Rolland-Desbuquois type
http://www.orpha.net/ORDO/Orphanet_35093	obsolete_isolated scaphocephaly
http://www.orpha.net/ORDO/Orphanet_261781	obsolete_partial deletion of chromosome 4
http://www.orpha.net/ORDO/Orphanet_91397	obsolete_isolated ankyloblepharon filiforme adnatum
http://www.orpha.net/ORDO/Orphanet_172	obsolete_progressive familial intrahepatic cholestasis
http://www.orpha.net/ORDO/Orphanet_95161	obsolete_chronic hepatic porphyria
http://www.orpha.net/ORDO/Orphanet_101030	obsolete_subependymal nodular heterotopia
http://www.orpha.net/ORDO/Orphanet_2623	obsolete_geleophysic dysplasia
http://www.orpha.net/ORDO/Orphanet_93608	obsolete_autosomal dominant distal renal tubular acidosis
http://www.orpha.net/ORDO/Orphanet_98569	obsolete_secondary entropion
http://www.orpha.net/ORDO/Orphanet_93440	obsolete_slender bone dysplasia
http://www.orpha.net/ORDO/Orphanet_284786	obsolete_qualitative or quantitative defects of troponin
http://www.orpha.net/ORDO/Orphanet_209335	obsolete_adult-onset proximal spinal muscular atrophy, autosomal dominant
